feature	start	end	Locus_size	GenBank_locus_tag	Product	Gene_name	Pseudogene	GCA_000160335.2	GCA_000159535.2	GCA_000145595.1	GCA_000144955.1	GCA_000027045.1	GCA_000025145.2	GCA_000024585.1	GCA_000017125.1	GCA_000017085.1	GCA_000016805.1	GCA_000013465.1	GCA_000013425.1	GCA_000012045.1	GCA_000011525.1	GCA_000011505.1	GCA_000010465.1	GCA_000010445.1	GCA_000009665.1	GCA_000009585.1	GCA_000009005.1
gene	25648	27474	1827	SA2981_0019	Two-component sensor kinase	vicK	-	SAAG_00559	HMPREF0772_10449	SAA6008_00019	SAA6159_00019	SATW20_00190	SA2981_0019	SAAV_0023	SaurJH1_0019	USA300HOU_0019	SaurJH9_0019	SAUSA300_0021	SAOUHSC_00021	SACOL0020	SAS0019	SAR0019	NWMN_0018	SAHV_0019	SAV0019	SAPIG0021	SAB0019
gene	27440	28801	1362	SA2981_0020	YycH protein	yycH	-	SAAG_00560	HMPREF0772_10448	SAA6008_00020	SAA6159_00020	SATW20_00200	SA2981_0020	SAAV_0024	SaurJH1_0020	USA300HOU_0020	SaurJH9_0020	SAUSA300_0022	SAOUHSC_00022	SACOL0021	SAS0020	SAR0020	NWMN_0019	SAHV_0020	SAV0020	SAPIG0022	SAB0020
gene	28802	29590	789	SA2981_0021	hypothetical protein	NA	-	SAAG_00561	HMPREF0772_10447	SAA6008_00021	SAA6159_00021	SATW20_00210	SA2981_0021	SAAV_0025	SaurJH1_0021	USA300HOU_0021	SaurJH9_0021	SAUSA300_0023	SAOUHSC_00023	SACOL0022	SAS0021	SAR0021	NWMN_0020	SAHV_0021	SAV0021	SAPIG0023	SAB0021
gene	29979	30779	801	SA2981_0022	Zn-dependent hydrolase (beta-lactamase superfamily)	NA	-	SAAG_00562	HMPREF0772_10446	SAA6008_00022	SAA6159_00022	SATW20_00220	SA2981_0022	SAAV_0026	SaurJH1_0022	USA300HOU_0022	SaurJH9_0022	SAUSA300_0024	SAOUHSC_00024	SACOL0023	SAS0022	SAR0022	NWMN_0021	SAHV_0022	SAV0022	SAPIG0024	SAB0022
gene	31006	33324	2319	SA2981_0023	Virulence-associated cell-wall-anchored protein SasH (LPXTG motif)%3B 5-nucleotidase	sasH	-	SAAG_00563	HMPREF0772_10445	SAA6008_00023	SAA6159_00023	SATW20_00230	SA2981_0023	SAAV_0027	SaurJH1_0023	USA300HOU_0023	SaurJH9_0023	SAUSA300_0025	SAOUHSC_00025	SACOL0024	SAS0023	SAR0023	NWMN_0022	SAHV_0023	SAV0023	SAPIG0025	SAB0023
gene	33692	34171	480	SA2981_0024	LSU m3Psi1915 methyltransferase RlmH	orfX	-	SAAG_00564	HMPREF0772_10443	SAA6008_00025	SAA6159_00024	SATW20_00250	SA2981_0024	SAAV_0028	SaurJH1_0024	USA300HOU_0024	SaurJH9_0024	SAUSA300_0026	SAOUHSC_00027	SACOL0025	SAS0024	SAR0024	NWMN_0023	SAHV_0024	SAV0024	SAPIG0027	SAB0024
gene	34454	35749	1296	SA2981_0025	hypothetical protein	NA	-	NA	HMPREF0772_10442	SAA6008_00026	SAA6159_00025	NA	SA2981_0025	NA	SaurJH1_0025	USA300HOU_0025	SaurJH9_0025	SAUSA300_0027	NA	SACOL0026	SAS0048	SAR0025	NA	SAHV_0025	SAV0025	NA	NA
gene	36164	36403	240	SA2981_0026	hypothetical protein	NA	-	NA	HMPREF0772_10441	SAA6008_00028	SAA6159_00026	NA	SA2981_0026	NA	NA	NA	NA	NA	NA	SACOL0027	NA	SAR0026	NA	SAHV_0026	SAV0026	NA	NA
gene	36435	37109	675	SA2981_0027	Transposase for insertion sequence-like element IS431mec	NA	-	SAAG_03504	HMPREF0772_10440	SAA6008_00027	SAA6159_00027	SATW20_00690	SA2981_0027	SAAV_c17	SaurJH1_0026	USA300HOU_0026	SaurJH9_0026	SAUSA300_0028	NA	SACOL0028	NA	SAR0027	NA	SAHV_0027	SAV0027	SAPIG0038	SAB0902c
gene	37200	37406	207	SA2981_0028	truncated replication protein for plasmid	repB	-	NA	NA	NA	NA	NA	SA2981_0028	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAHV_0028	SAV0028	NA	NA
gene	37410	38204	795	SA2981_0029	Truncated replication protein for pUB110 plasmid	repB	-	NA	NA	NA	NA	NA	SA2981_0029	NA	NA	NA	NA	NA	NA	NA	NA	SAR0028	NA	SAHV_0029	SAV0029	NA	NA
gene	38229	38309	81	SA2981_0030	hypothetical protein	NA	-	NA	NA	NA	NA	NA	SA2981_0030	NA	NA	NA	NA	NA	NA	NA	NA	SAR0030	NA	SAHV_0030	SAV0030	NA	NA
gene	38428	39690	1263	SA2981_0031	Plasmid recombination enzyme	NA	-	NA	NA	SAA6008_00032	NA	NA	SA2981_0031	NA	NA	NA	NA	NA	NA	NA	NA	SAR0031	NA	SAHV_0031	SAV0031	NA	NA
gene	39799	39939	141	SA2981_0032	hypothetical protein	NA	-	NA	NA	NA	NA	NA	SA2981_0032	NA	NA	NA	NA	NA	NA	NA	NA	SAR0031a	NA	SAHV_0032	SAV0032	NA	NA
gene	39987	40178	192	SA2981_0033	hypothetical protein	NA	-	NA	NA	NA	NA	NA	SA2981_0033	NA	NA	NA	NA	NA	NA	NA	NA	SAR0031b	NA	SAHV_0033	SAV0033	NA	NA
gene	40197	40601	405	SA2981_0034	Bleomycin resistance protein	bleO	-	NA	NA	SAA6008_00033	NA	NA	SA2981_0034	NA	NA	NA	NA	NA	NA	NA	NA	SAR0032	NA	SAHV_0034	SAV0034	NA	NA
gene	40818	41588	771	SA2981_0035	Kanamycin nucleotidyltransferase	aadD	-	NA	NA	SAA6008_00034	NA	NA	SA2981_0035	NA	NA	NA	NA	NA	NA	NA	NA	SAR0033	NA	SAHV_0035	SAV0035	NA	NA
gene	41781	42455	675	SA2981_0036	Transposase for insertion sequence-like element IS431mec	NA	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	42720	43463	744	SA2981_0037	Glycerophosphoryl diester phosphodiesterase	NA	-	NA	HMPREF0772_10437	SAA6008_00037	SAA6159_00029	SATW20_00720	SA2981_0037	NA	SaurJH1_0027	USA300HOU_0029	SaurJH9_0027	SAUSA300_0030	NA	SACOL0031	NA	SAR0037	NA	SAHV_0038	SAV0039	SAPIG0040	NA
gene	43560	43988	429	SA2981_0038	hypothetical protein	NA	-	NA	HMPREF0772_10436	SAA6008_00038	SAA6159_00030	SATW20_00730	SA2981_0038	NA	SaurJH1_0028	USA300HOU_0030	SaurJH9_0028	SAUSA300_0031	NA	SACOL0032	NA	SAR0038	NA	SAHV_0039	SAV0040	SAPIG0041	NA
gene	44034	46040	2007	SA2981_0039	Penicillin-binding protein PBP2a%2C methicillin resistance determinant MecA%2C transpeptidase	mecA	-	NA	HMPREF0772_10435	SAA6008_00039	SAA6159_00031	SATW20_00740	SA2981_0039	NA	SaurJH1_0029	USA300HOU_0031	SaurJH9_0029	SAUSA300_0032	NA	SACOL0033	NA	SAR0039	NA	SAHV_0040	SAV0041	SAPIG0042	NA
gene	46140	47897	1758	SA2981_0040	Methicillin resistance regulatory sensor-transducer MecR1	mecR1	-	NA	HMPREF0772_10434	SAA6008_00040	SAA6159_00032	SATW20_00750	SA2981_0040	NA	SaurJH1_0030	USA300HOU_0032	SaurJH9_0030	SAUSA300_0033	NA	SACOL0034	NA	SAR0040	NA	SAHV_0041	SAV0042	NA	NA
gene	47897	48268	372	SA2981_0041	Methicillin resistance repressor MecI	NA	-	NA	NA	SAA6008_00041	NA	SATW20_00760	SA2981_0041	NA	SaurJH1_0031	NA	SaurJH9_0031	NA	NA	NA	NA	SAR0041	NA	SAHV_0042	SAV0043	NA	NA
gene	48369	48581	213	SA2981_0042	Fudoh	fudoh	-	NA	NA	NA	NA	SATW20_00761	SA2981_0042	NA	NA	NA	NA	NA	NA	NA	NA	SAR0042	NA	NA	NA	NA	NA
gene	48755	49885	1131	SA2981_0043	Putative ROK-family transcriptional regulator	xylR	-	NA	NA	SAA6008_00042	NA	SATW20_00770	SA2981_0043	NA	SaurJH1_0032	NA	SaurJH9_0032	NA	NA	NA	NA	SAR0043	NA	SAHV_0043	SAV0044	NA	NA
gene	49999	51333	1335	SA2981_0044	NA	NA	pseudogene	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	51366	52430	1065	SA2981_0046	Hypothetical protein%2C sulfurtransferase domain protein	NA	-	NA	NA	SAA6008_00045	NA	SATW20_00790	SA2981_0046	NA	SaurJH1_0035	NA	SaurJH9_0035	NA	NA	NA	NA	SAR0046	NA	SAHV_0046	SAV0047	NA	NA
gene	52560	52826	267	SA2981_0047	Protein of unknown function DUF156	NA	-	NA	NA	SAA6008_00046	NA	SATW20_00800	SA2981_0047	NA	SaurJH1_0036	NA	SaurJH9_0036	NA	NA	NA	NA	SAR0047	NA	SAHV_0047	SAV0048	NA	NA
gene	52826	53470	645	SA2981_0048	Protein of unknown function DUF81	NA	-	NA	NA	SAA6008_00047	NA	SATW20_00810	SA2981_0048	NA	SaurJH1_0037	NA	SaurJH9_0037	NA	NA	NA	NA	SAR0048	NA	SAHV_0048	SAV0049	NA	NA
gene	53562	53690	129	SA2981_0049	ISSep1-like transposase	NA	-	NA	NA	NA	NA	NA	SA2981_0049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	53809	54477	669	SA2981_0050	Hypothetical protein within transposon Tn554	NA	-	NA	NA	SAA6008_00831	NA	SATW20_00440	SA2981_0050	NA	SaurJH1_0038	NA	SaurJH9_0038	NA	NA	NA	NA	SAR0049	NA	SAHV_0049	SAV0050	NA	NA
gene	54830	55069	240	SA2981_0051	peptide L	NA	-	NA	NA	NA	NA	NA	SA2981_0051	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAHV_0050	SAV0051	NA	NA
gene	55005	55736	732	SA2981_0052	rRNA adenine N-6-methyltransferase	ermA	-	NA	NA	SAA6008_00830	NA	SATW20_00430	SA2981_0052	NA	SaurJH1_0039	NA	SaurJH9_0039	NA	NA	NA	NA	SAR0050	NA	SAHV_0051	SAV0052	NA	NA
gene	55862	56644	783	SA2981_0053	Spectinomycin 9-O-adenylyltransferase	ant9	-	NA	NA	SAA6008_00829	NA	SATW20_00420	SA2981_0053	NA	SaurJH1_0040	NA	SaurJH9_0040	NA	NA	NA	NA	SAR0051	NA	SAHV_0052	SAV0053	NA	NA
gene	56795	57172	378	SA2981_0054	Transposase for transposon Tn554	tnpC	-	NA	NA	SAA6008_00828	NA	SATW20_00410	SA2981_0054	NA	SaurJH1_0041	NA	SaurJH9_0041	NA	NA	NA	NA	SAR0052	NA	SAHV_0053	SAV0054	NA	NA
gene	57179	59071	1893	SA2981_0055	Transposase B from transposon Tn554	tnpB	-	NA	NA	SAA6008_00827	NA	SATW20_00400	SA2981_0055	NA	SaurJH1_0042	NA	SaurJH9_0042	NA	NA	NA	NA	SAR0053	NA	SAHV_0054	SAV0055	NA	NA
gene	59068	60153	1086	SA2981_0056	Transposase A from transposon Tn554	tnpA	-	NA	NA	SAA6008_00826	NA	SATW20_00390	SA2981_0056	NA	SaurJH1_0043	NA	SaurJH9_0043	NA	NA	NA	NA	SAR0054	NA	SAHV_0055	SAV0056	NA	NA
gene	60272	60589	318	SA2981_0057	truncated DNA repair protein RadC	NA	-	NA	NA	NA	NA	SATW20_00380	SA2981_0057	NA	SaurJH1_0044	NA	SaurJH9_0044	NA	NA	NA	NA	SAR0055	NA	SAHV_0056	SAV0057	NA	NA
gene	60610	61128	519	SA2981_0058	hypothetical protein	NA	-	NA	HMPREF0772_10431	NA	SAA6159_00035	SATW20_00500	SA2981_0058	NA	SaurJH1_0045	USA300HOU_0035	SaurJH9_0045	SAUSA300_0036	NA	SACOL0037	SAS0029	SAR0056	NA	SAHV_0057	SAV0058	SAPIG0053	NA
gene	61134	61445	312	SA2981_0059	hypothetical protein	NA	-	NA	HMPREF0772_10430	NA	SAA6159_00036	SATW20_00360	SA2981_0059	NA	SaurJH1_0046	USA300HOU_0036	SaurJH9_0046	SAUSA300_0057	NA	SACOL0038	SAS0030	SAR0057	NA	SAHV_0058	SAV0059	SAPIG0052	NA
gene	61532	61882	351	SA2981_0060	hypothetical protein	NA	-	NA	HMPREF0772_10429	NA	SAA6159_00037	NA	SA2981_0060	NA	SaurJH1_0048	USA300HOU_0064	SaurJH9_0047	SAUSA300_0059	NA	SACOL0040	SAS0031	SAR0058	NA	SAHV_0059	SAV0060	NA	NA
gene	62400	64028	1629	SA2981_0061	Cassette chromosome recombinase B	ccrB	-	NA	HMPREF0772_10428	SAA6008_00057	SAA6159_00038	SATW20_00910	SA2981_0061	NA	SaurJH1_0049	USA300HOU_0039	SaurJH9_0048	SAUSA300_0037	NA	NA	NA	SAR0059	NA	SAHV_0060	SAV0061	NA	NA
gene	64050	65399	1350	SA2981_0062	Cassette chromosome recombinase A	ccrA	-	NA	HMPREF0772_10427	NA	SAA6159_00039	NA	SA2981_0062	NA	SaurJH1_0050	USA300HOU_0040	SaurJH9_0049	SAUSA300_0038	NA	SACOL0042	NA	SAR0060	NA	SAHV_0061	SAV0062	NA	NA
gene	65633	67426	1794	SA2981_0063	hypothetical protein	NA	-	NA	HMPREF0772_10426	NA	SAA6159_00040	NA	SA2981_0063	NA	SaurJH1_0051	USA300HOU_0041	SaurJH9_0050	SAUSA300_0039	NA	SACOL0043	SAS0034	SAR0061	NA	SAHV_0062	SAV0063	SAPIG0056	NA
gene	67426	67722	297	SA2981_0064	hypothetical protein	NA	-	NA	HMPREF0772_10425	NA	NA	NA	SA2981_0064	NA	SaurJH1_0052	NA	SaurJH9_0051	NA	NA	SACOL0044	SAS0035	SAR0062	NA	SAHV_0063	SAV0064	NA	NA
gene	67915	68961	1047	SA2981_0065	hypothetical protein	NA	-	NA	HMPREF0772_10424	NA	NA	NA	SA2981_0065	NA	SaurJH1_0053	NA	SaurJH9_0052	NA	NA	NA	NA	SAR0063	NA	SAHV_0064	SAV0065	NA	NA
gene	69212	69589	378	SA2981_0066	transposase IS150	NA	-	NA	NA	NA	NA	NA	SA2981_0066	NA	SaurJH1_0054	USA300HOU_0065	SaurJH9_0053	SAUSA300_0060	NA	NA	NA	SAR0064	NA	SAHV_0065	SAV0066	NA	NA
gene	69701	70054	354	SA2981_0067	Transposase	NA	-	NA	NA	NA	NA	NA	SA2981_0067	NA	SaurJH1_0055	NA	SaurJH9_0054	NA	NA	NA	NA	NA	NA	SAHV_0066	SAV0067	NA	NA
gene	70039	70353	315	SA2981_0068	Transposase	NA	-	NA	NA	NA	NA	NA	SA2981_0068	NA	SaurJH1_0056	NA	SaurJH9_0055	NA	NA	NA	NA	SAR0066	NA	SAHV_0067	SAV0068	NA	NA
gene	70864	71448	585	SA2981_0069	C4-dicarboxylate anaerobic carrier	NA	-	NA	NA	NA	NA	NA	SA2981_0069	NA	NA	NA	SaurJH9_0056	NA	NA	NA	NA	SAR0067	NA	SAHV_0068	SAV0069	NA	NA
gene	72512	73207	696	SA2981_0070	DNA-binding response regulator KdpE	kdpE	-	NA	NA	NA	NA	NA	SA2981_0070	NA	SaurJH1_0059	NA	SaurJH9_0057	NA	NA	NA	NA	SAR0068	NA	SAHV_0069	SAV0070	NA	NA
gene	73182	75815	2634	SA2981_0071	Osmosensitive K+ channel histidine kinase KdpD	NA	-	NA	NA	NA	NA	NA	SA2981_0071	NA	SaurJH1_0060	NA	SaurJH9_0058	NA	NA	NA	NA	SAR0069	NA	SAHV_0070	SAV0071	NA	NA
gene	76119	77795	1677	SA2981_0072	Potassium-transporting ATPase A chain	kdpA	-	NA	NA	NA	NA	NA	SA2981_0072	NA	SaurJH1_0061	NA	SaurJH9_0059	NA	NA	NA	NA	SAR0070	NA	SAHV_0071	SAV0072	NA	NA
gene	77814	79835	2022	SA2981_0073	Potassium-transporting ATPase B chain	kdpB	-	NA	NA	NA	NA	NA	SA2981_0073	NA	SaurJH1_0062	NA	SaurJH9_0060	NA	NA	NA	NA	SAR0071	NA	SAHV_0072	SAV0073	NA	NA
gene	79889	80254	366	SA2981_0074	Potassium-transporting ATPase C chain	kdpC	-	NA	NA	NA	NA	NA	SA2981_0074	NA	SaurJH1_0063	NA	SaurJH9_0061	NA	NA	NA	NA	SAR0072	NA	SAHV_0073	SAV0074	NA	NA
gene	80953	81822	870	SA2981_0075	hypothetical protein	NA	-	NA	NA	NA	NA	NA	SA2981_0075	NA	SaurJH1_0064	NA	NA	NA	NA	NA	NA	SAR0074	NA	SAHV_0074	SAV0075	NA	NA
gene	81832	82734	903	SA2981_0076	hypothetical protein	NA	-	NA	NA	NA	NA	NA	SA2981_0076	NA	SaurJH1_0065	NA	NA	NA	NA	NA	NA	SAR0075	NA	SAHV_0075	SAV0076	NA	NA
gene	82770	82895	126	SA2981_0077	hypothetical protein	NA	-	NA	NA	NA	NA	NA	SA2981_0077	NA	NA	NA	NA	NA	NA	NA	NA	SAR0075a	NA	SAHV_0076	SAV0077	NA	NA
gene	82928	83407	480	SA2981_0078	hypothetical protein	NA	-	NA	NA	NA	NA	NA	SA2981_0078	NA	SaurJH1_0066	NA	SaurJH9_0063	NA	NA	NA	NA	SAR0076	NA	SAHV_0077	SAV0078	NA	NA
gene	83470	83802	333	SA2981_0079	hypothetical protein	NA	-	NA	NA	NA	NA	NA	SA2981_0079	NA	SaurJH1_0067	NA	SaurJH9_0064	NA	NA	NA	NA	SAR0077	NA	SAHV_0078	SAV0079	NA	NA
gene	83847	84473	627	SA2981_0080	hypothetical protein	NA	-	NA	NA	NA	NA	NA	SA2981_0080	NA	SaurJH1_0068	NA	SaurJH9_0065	NA	NA	NA	NA	SAR0078	NA	SAHV_0079	SAV0080	NA	NA
gene	84588	86096	1509	SA2981_0081	hypothetical protein	NA	-	NA	NA	NA	NA	NA	SA2981_0081	NA	SaurJH1_0069	NA	SaurJH9_0066	NA	NA	NA	NA	SAR0079	NA	SAHV_0080	SAV0081	NA	NA
gene	86683	88428	1746	SA2981_0082	hypothetical protein	NA	-	NA	NA	NA	NA	NA	SA2981_0082	SAAV_0030	SaurJH1_0071	NA	SaurJH9_0068	SAUSA300_0081	SAOUHSC_00030	SACOL0058	NA	NA	NWMN_0024	SAHV_0081	SAV0082	NA	NA
gene	88612	88950	339	SA2981_0083	tRNA dihydrouridine synthase B	NA	-	NA	NA	NA	NA	NA	SA2981_0083	SAAV_0031	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAHV_0082	SAV0083	NA	NA
gene	89372	90127	756	SA2981_0084	Protein of unknown function DUF81	NA	-	NA	NA	NA	NA	NA	SA2981_0084	SAAV_0032	SaurJH1_0073	USA300HOU_0090	SaurJH9_0071	SAUSA300_0083	SAOUHSC_00033	SACOL0061	SAS0054	NA	NWMN_0026	SAHV_0083	SAV0084	NA	SAB0028c
gene	90127	90387	261	SA2981_0085	Protein of unknown function DUF156	NA	-	NA	NA	NA	NA	NA	SA2981_0085	SAAV_0033	SaurJH1_0074	USA300HOU_0091	SaurJH9_0072	SAUSA300_0084	SAOUHSC_00034	SACOL0062	SAS0055	NA	NA	SAHV_0084	SAV0085	NA	SAB0029c
gene	90524	91588	1065	SA2981_0086	Hypothetical protein%2C sulfurtransferase domain protein	NA	-	NA	NA	NA	NA	NA	SA2981_0086	SAAV_0034	SaurJH1_0075	USA300HOU_0092	SaurJH9_0073	SAUSA300_0085	SAOUHSC_00035	SACOL0063	SAS0056	NA	NWMN_0027	SAHV_0085	SAV0086	NA	SAB0030
